yr,resid_curr,resid_regis,pop_mig
2010,Chongqing,Shandong,8247
2011,Chongqing,Shandong,8601
2012,Chongqing,Shandong,9300
2013,Chongqing,Shandong,9786
2014,Chongqing,Shandong,10195
2004,Chongqing,Henan,3951
2005,Chongqing,Henan,4639
2006,Chongqing,Henan,6086
2007,Chongqing,Henan,7744
2008,Chongqing,Henan,9666
2009,Chongqing,Henan,11606
2010,Chongqing,Henan,14302
2011,Chongqing,Henan,15690
2012,Chongqing,Henan,17909
2013,Chongqing,Henan,19972
2014,Chongqing,Henan,22150
2004,Chongqing,Hubei,14399
2005,Chongqing,Hubei,16909
2006,Chongqing,Hubei,18792
2007,Chongqing,Hubei,20536
2008,Chongqing,Hubei,22255
2009,Chongqing,Hubei,23395
2010,Chongqing,Hubei,25403
2011,Chongqing,Hubei,26554
2012,Chongqing,Hubei,28788
2013,Chongqing,Hubei,30382
2014,Chongqing,Hubei,31757
2004,Chongqing,Hunan,10194
2005,Chongqing,Hunan,11971
2006,Chongqing,Hunan,13083
2007,Chongqing,Hunan,14038
2008,Chongqing,Hunan,14910
2009,Chongqing,Hunan,15331
2010,Chongqing,Hunan,16243
2011,Chongqing,Hunan,17794
2012,Chongqing,Hunan,20281
2013,Chongqing,Hunan,22584
2014,Chongqing,Hunan,25010
2004,Chongqing,Guangdong,4842
2005,Chongqing,Guangdong,5686
2006,Chongqing,Guangdong,6614
2007,Chongqing,Guangdong,7573
2008,Chongqing,Guangdong,8610
2009,Chongqing,Guangdong,9509
2010,Chongqing,Guangdong,10863
2011,Chongqing,Guangdong,14453
2012,Chongqing,Guangdong,19435
2013,Chongqing,Guangdong,24997
2014,Chongqing,Guangdong,31464
2004,Chongqing,Guangxi,1784
2005,Chongqing,Guangxi,2095
2006,Chongqing,Guangxi,2682
2007,Chongqing,Guangxi,3346
2008,Chongqing,Guangxi,4111
2009,Chongqing,Guangxi,4871
2010,Chongqing,Guangxi,5935
2011,Chongqing,Guangxi,6469
2012,Chongqing,Guangxi,7335
2013,Chongqing,Guangxi,8124
2014,Chongqing,Guangxi,8948
2004,Chongqing,Hainan,382
2005,Chongqing,Hainan,449
2006,Chongqing,Hainan,676
2007,Chongqing,Hainan,947
2008,Chongqing,Hainan,1269
2009,Chongqing,Hainan,1610
2010,Chongqing,Hainan,2072
2011,Chongqing,Hainan,2162
2012,Chongqing,Hainan,2339
2013,Chongqing,Hainan,2462
2014,Chongqing,Hainan,2567
2004,Chongqing,Sichuan,125899
2005,Chongqing,Sichuan,147840
2006,Chongqing,Sichuan,172230
2007,Chongqing,Sichuan,197526
2008,Chongqing,Sichuan,224911
2009,Chongqing,Sichuan,248743
2010,Chongqing,Sichuan,284574
2011,Chongqing,Sichuan,313328
2012,Chongqing,Sichuan,358970
2013,Chongqing,Sichuan,401809
2014,Chongqing,Sichuan,447318
2004,Chongqing,Guizhou,26633
2005,Chongqing,Guizhou,31274
2006,Chongqing,Guizhou,33908
2007,Chongqing,Guizhou,36061
2008,Chongqing,Guizhou,37919
2009,Chongqing,Guizhou,38545
2010,Chongqing,Guizhou,40306
2011,Chongqing,Guizhou,47748
2012,Chongqing,Guizhou,58590
2013,Chongqing,Guizhou,69965
2014,Chongqing,Guizhou,82804
2004,Chongqing,Yunnan,9684
2005,Chongqing,Yunnan,11372
2006,Chongqing,Yunnan,12697
2007,Chongqing,Yunnan,13945
2008,Chongqing,Yunnan,15193
2009,Chongqing,Yunnan,16062
2010,Chongqing,Yunnan,17549
2011,Chongqing,Yunnan,18698
2012,Chongqing,Yunnan,20702
2013,Chongqing,Yunnan,22361
2014,Chongqing,Yunnan,23983
2004,Chongqing,Tibet,382
2005,Chongqing,Tibet,449
2006,Chongqing,Tibet,651
2007,Chongqing,Tibet,889
2008,Chongqing,Tibet,1171
2009,Chongqing,Tibet,1466
2010,Chongqing,Tibet,1869
2011,Chongqing,Tibet,1765
2012,Chongqing,Tibet,1684
2013,Chongqing,Tibet,1504
2014,Chongqing,Tibet,1247
2004,Chongqing,Shaanxi,3568
2005,Chongqing,Shaanxi,4190
2006,Chongqing,Shaanxi,4768
2007,Chongqing,Shaanxi,5341
2008,Chongqing,Shaanxi,5940
2009,Chongqing,Shaanxi,6416
2010,Chongqing,Shaanxi,7170
2011,Chongqing,Shaanxi,7924
2012,Chongqing,Shaanxi,9112
2013,Chongqing,Shaanxi,10238
2014,Chongqing,Shaanxi,11441
2004,Chongqing,Gansu,1656
2005,Chongqing,Gansu,1945
2006,Chongqing,Gansu,2441
2007,Chongqing,Gansu,2996
2008,Chongqing,Gansu,3629
2009,Chongqing,Gansu,4249
2010,Chongqing,Gansu,5124
2011,Chongqing,Gansu,5454
2012,Chongqing,Gansu,6031
2013,Chongqing,Gansu,6506
2014,Chongqing,Gansu,6968
2004,Chongqing,Qinghai,637
2005,Chongqing,Qinghai,748
2006,Chongqing,Qinghai,880
2007,Chongqing,Qinghai,1018
2008,Chongqing,Qinghai,1169
2009,Chongqing,Qinghai,1304
2010,Chongqing,Qinghai,1504
2011,Chongqing,Qinghai,1920
2012,Chongqing,Qinghai,2504
2013,Chongqing,Qinghai,3146
2014,Chongqing,Qinghai,3887
2004,Chongqing,Ningxia,382
2005,Chongqing,Ningxia,449
2006,Chongqing,Ningxia,571
2007,Chongqing,Ningxia,707
2008,Chongqing,Ningxia,865
2009,Chongqing,Ningxia,1020
2010,Chongqing,Ningxia,1238
2011,Chongqing,Ningxia,1255
2012,Chongqing,Ningxia,1312
2013,Chongqing,Ningxia,1328
2014,Chongqing,Ningxia,1320
2004,Chongqing,Xinjiang,2549
2005,Chongqing,Xinjiang,2993
2006,Chongqing,Xinjiang,3706
2007,Chongqing,Xinjiang,4495
2008,Chongqing,Xinjiang,5391
2009,Chongqing,Xinjiang,6257
2010,Chongqing,Xinjiang,7487
2011,Chongqing,Xinjiang,7412
2012,Chongqing,Xinjiang,7532
2013,Chongqing,Xinjiang,7349
2014,Chongqing,Xinjiang,6968
2004,Fujian,Beijing,3205
2005,Fujian,Beijing,3142
2006,Fujian,Beijing,3282
2007,Fujian,Beijing,3412
2008,Fujian,Beijing,3550
2009,Fujian,Beijing,3609
2010,Fujian,Beijing,3812
2011,Fujian,Beijing,4179
2012,Fujian,Beijing,4728
2013,Fujian,Beijing,5194
2014,Fujian,Beijing,5647
2004,Fujian,Tianjin,1068
2005,Fujian,Tianjin,1047
2006,Fujian,Tianjin,1523
2007,Fujian,Tianjin,1978
2008,Fujian,Tianjin,2422
2009,Fujian,Tianjin,2794
2010,Fujian,Tianjin,3267
2011,Fujian,Tianjin,3288
2012,Fujian,Tianjin,3473
2013,Fujian,Tianjin,3606
2014,Fujian,Tianjin,3740
2004,Fujian,Hebei,7174
2005,Fujian,Hebei,7033
2006,Fujian,Hebei,9002
2007,Fujian,Hebei,10877
2008,Fujian,Hebei,12721
2009,Fujian,Hebei,14209
2010,Fujian,Hebei,16225
2011,Fujian,Hebei,16087
2012,Fujian,Hebei,16773
2013,Fujian,Hebei,17218
2014,Fujian,Hebei,17676
2004,Fujian,Shanxi,8549
2005,Fujian,Shanxi,8380
2006,Fujian,Shanxi,8723
2007,Fujian,Shanxi,9041
2008,Fujian,Shanxi,9380
2009,Fujian,Shanxi,9512
2010,Fujian,Shanxi,10026
2011,Fujian,Shanxi,11315
2012,Fujian,Shanxi,13073
2013,Fujian,Shanxi,14591
2014,Fujian,Shanxi,16062
2004,Fujian,Neimenggu,4274
2005,Fujian,Neimenggu,4190
2006,Fujian,Neimenggu,4410
2007,Fujian,Neimenggu,4615
2008,Fujian,Neimenggu,4829
2009,Fujian,Neimenggu,4935
2010,Fujian,Neimenggu,5237
2011,Fujian,Neimenggu,4981
2012,Fujian,Neimenggu,4997
2013,Fujian,Neimenggu,4949
2014,Fujian,Neimenggu,4914
2004,Fujian,Liaoning,7784
2005,Fujian,Liaoning,7631
2006,Fujian,Liaoning,8610
2007,Fujian,Liaoning,9537
2008,Fujian,Liaoning,10465
2009,Fujian,Liaoning,11132
2010,Fujian,Liaoning,12228
2011,Fujian,Liaoning,12798
2012,Fujian,Liaoning,13969
2013,Fujian,Liaoning,14914
2014,Fujian,Liaoning,15842
2004,Fujian,Jilin,11449
2005,Fujian,Jilin,11223
2006,Fujian,Jilin,11308
2007,Fujian,Jilin,11374
2008,Fujian,Jilin,11480
2009,Fujian,Jilin,11350
2010,Fujian,Jilin,11684
2011,Fujian,Jilin,11809
2012,Fujian,Jilin,12521
2013,Fujian,Jilin,13044
2014,Fujian,Jilin,13568
2004,Fujian,Heilongjiang,14501
2005,Fujian,Heilongjiang,14215
2006,Fujian,Heilongjiang,15335
2007,Fujian,Heilongjiang,16387
2008,Fujian,Heilongjiang,17461
2009,Fujian,Heilongjiang,18125
2010,Fujian,Heilongjiang,19503
2011,Fujian,Heilongjiang,20991
2012,Fujian,Heilongjiang,23420
2013,Fujian,Heilongjiang,25450
2014,Fujian,Heilongjiang,27430
2004,Fujian,Shanghai,3663
2005,Fujian,Shanghai,3591
2006,Fujian,Shanghai,3827
2007,Fujian,Shanghai,4049
2008,Fujian,Shanghai,4277
2009,Fujian,Shanghai,4407
2010,Fujian,Shanghai,4711
2011,Fujian,Shanghai,6750
2012,Fujian,Shanghai,8967
2013,Fujian,Shanghai,10977
2014,Fujian,Shanghai,12908
2004,Fujian,Jiangsu,47320
2005,Fujian,Jiangsu,46387
2006,Fujian,Jiangsu,44927
2007,Fujian,Jiangsu,43468
2008,Fujian,Jiangsu,42229
2009,Fujian,Jiangsu,40205
2010,Fujian,Jiangsu,39880
2011,Fujian,Jiangsu,39494
2012,Fujian,Jiangsu,41136
2013,Fujian,Jiangsu,42187
2014,Fujian,Jiangsu,43272
2004,Fujian,Zhejiang,101204
2005,Fujian,Zhejiang,99209
2006,Fujian,Zhejiang,92139
2007,Fujian,Zhejiang,85239
2008,Fujian,Zhejiang,78927
2009,Fujian,Zhejiang,71361
2010,Fujian,Zhejiang,66945
2011,Fujian,Zhejiang,64603
2012,Fujian,Zhejiang,65715
2013,Fujian,Zhejiang,65946
2014,Fujian,Zhejiang,66302
2004,Fujian,Anhui,335514
2005,Fujian,Anhui,328900
2006,Fujian,Anhui,309868
2007,Fujian,Anhui,291209
2008,Fujian,Anhui,274368
2009,Fujian,Anhui,252900
2010,Fujian,Anhui,242412
2011,Fujian,Anhui,228881
2012,Fujian,Anhui,228009
2013,Fujian,Anhui,224277
2014,Fujian,Anhui,221202
2004,Fujian,Jiangxi,1195819
2005,Fujian,Jiangxi,1172247
2006,Fujian,Jiangxi,1116226
2007,Fujian,Jiangxi,1061023
2008,Fujian,Jiangxi,1011956
2009,Fujian,Jiangxi,945124
2010,Fujian,Jiangxi,918877
2011,Fujian,Jiangxi,841433
2012,Fujian,Jiangxi,812758
2013,Fujian,Jiangxi,774954
2014,Fujian,Jiangxi,740689
2004,Fujian,Shandong,31903
2005,Fujian,Shandong,31274
2006,Fujian,Shandong,33454
2007,Fujian,Shandong,35498
2008,Fujian,Shandong,37597
2009,Fujian,Shandong,38826
2010,Fujian,Shandong,41590
2011,Fujian,Shandong,42986
2012,Fujian,Shandong,46444
2013,Fujian,Shandong,49167
2014,Fujian,Shandong,51853
2004,Fujian,Henan,184548
2005,Fujian,Henan,180910
2006,Fujian,Henan,199679
2007,Fujian,Henan,217396
2008,Fujian,Henan,235254
2009,Fujian,Henan,247414
2010,Fujian,Henan,269209
2011,Fujian,Henan,250820
2012,Fujian,Henan,246590
2013,Fujian,Henan,239405
2014,Fujian,Henan,233083
2004,Fujian,Hubei,456103
2005,Fujian,Hubei,447112
2006,Fujian,Hubei,421206
2007,Fujian,Hubei,395807
2008,Fujian,Hubei,372882
2009,Fujian,Hubei,343671
2010,Fujian,Hubei,329381
2011,Fujian,Hubei,293754
2012,Fujian,Hubei,275842
2013,Fujian,Hubei,255174
2014,Fujian,Hubei,236091
2004,Fujian,Hunan,232020
2005,Fujian,Hunan,227446
2006,Fujian,Hunan,227106
2007,Fujian,Hunan,226471
2008,Fujian,Hunan,226718
2009,Fujian,Hunan,222382
2010,Fujian,Hunan,227216
2011,Fujian,Hunan,213710
2012,Fujian,Hunan,212096
2013,Fujian,Hunan,207854
2014,Fujian,Hunan,204260
2004,Fujian,Guangdong,42894
2005,Fujian,Guangdong,42048
2006,Fujian,Guangdong,43638
2007,Fujian,Guangdong,45103
2008,Fujian,Guangdong,46683
2009,Fujian,Guangdong,47237
2010,Fujian,Guangdong,49689
2011,Fujian,Guangdong,55895
2012,Fujian,Guangdong,64427
2013,Fujian,Guangdong,71785
2014,Fujian,Guangdong,78917
2004,Fujian,Guangxi,52052
2005,Fujian,Guangxi,51026
2006,Fujian,Guangxi,54563
2007,Fujian,Guangxi,57879
2008,Fujian,Guangxi,61286
2009,Fujian,Guangxi,63276
2010,Fujian,Guangxi,67767
2011,Fujian,Guangxi,64511
2012,Fujian,Guangxi,64779
2013,Fujian,Guangxi,64212
2014,Fujian,Guangxi,63808
2004,Fujian,Hainan,3969
2005,Fujian,Hainan,3891
2006,Fujian,Hainan,4931
2007,Fujian,Hainan,5921
2008,Fujian,Hainan,6895
2009,Fujian,Hainan,7678
2010,Fujian,Hainan,8747
2011,Fujian,Hainan,9792
2012,Fujian,Hainan,11248
2013,Fujian,Hainan,12501
2014,Fujian,Hainan,13715
2004,Fujian,Chongqing,500981
2005,Fujian,Chongqing,491105
2006,Fujian,Chongqing,470181
2007,Fujian,Chongqing,449490
2008,Fujian,Chongqing,431295
2009,Fujian,Chongqing,405382
2010,Fujian,Chongqing,396786
2011,Fujian,Chongqing,364543
2012,Fujian,Chongqing,353323
2013,Fujian,Chongqing,338082
2014,Fujian,Chongqing,324322
2004,Fujian,Sichuan,903657
2005,Fujian,Sichuan,885844
2006,Fujian,Sichuan,865513
2007,Fujian,Sichuan,844855
2008,Fujian,Sichuan,828186
2009,Fujian,Sichuan,795721
2010,Fujian,Sichuan,796630
2011,Fujian,Sichuan,702256
2012,Fujian,Sichuan,650976
2013,Fujian,Sichuan,593565
2014,Fujian,Sichuan,540317
2004,Fujian,Guizhou,418552
2005,Fujian,Guizhou,410301
2006,Fujian,Guizhou,419865
2007,Fujian,Guizhou,428461
2008,Fujian,Guizhou,438347
2009,Fujian,Guizhou,438870
2010,Fujian,Guizhou,457185
2011,Fujian,Guizhou,452630
2012,Fujian,Guizhou,471326
2013,Fujian,Guizhou,483254
2014,Fujian,Guizhou,495577
2004,Fujian,Yunnan,42282
2005,Fujian,Yunnan,41449
2006,Fujian,Yunnan,52953
2007,Fujian,Yunnan,63907
2008,Fujian,Yunnan,74680
2009,Fujian,Yunnan,83372
2010,Fujian,Yunnan,95157
2011,Fujian,Yunnan,104793
2012,Fujian,Yunnan,118953
2013,Fujian,Yunnan,131010
2014,Fujian,Yunnan,142725
2004,Fujian,Tibet,0
2005,Fujian,Tibet,0
2006,Fujian,Tibet,130
2007,Fujian,Tibet,254
2008,Fujian,Tibet,375
2009,Fujian,Tibet,481
2010,Fujian,Tibet,604
2011,Fujian,Tibet,619
2012,Fujian,Tibet,664
2013,Fujian,Tibet,699
2014,Fujian,Tibet,733
2004,Fujian,Shaanxi,49304
2005,Fujian,Shaanxi,48332
2006,Fujian,Shaanxi,49609
2007,Fujian,Shaanxi,50765
2008,Fujian,Shaanxi,52069
2009,Fujian,Shaanxi,52253
2010,Fujian,Shaanxi,54552
2011,Fujian,Shaanxi,49845
2012,Fujian,Shaanxi,48037
2013,Fujian,Shaanxi,45694
2014,Fujian,Shaanxi,43566
2004,Fujian,Gansu,9770
2005,Fujian,Gansu,9577
2006,Fujian,Gansu,11267
2007,Fujian,Gansu,12872
2008,Fujian,Gansu,14464
2009,Fujian,Gansu,15678
2010,Fujian,Gansu,17489
2011,Fujian,Gansu,16933
2012,Fujian,Gansu,17277
2013,Fujian,Gansu,17388
2014,Fujian,Gansu,17529
2004,Fujian,Qinghai,4121
2005,Fujian,Qinghai,4040
2006,Fujian,Qinghai,3695
2007,Fujian,Qinghai,3359
2008,Fujian,Qinghai,3049
2009,Fujian,Qinghai,2695
2010,Fujian,Qinghai,2461
2011,Fujian,Qinghai,2233
2012,Fujian,Qinghai,2136
2013,Fujian,Qinghai,2017
2014,Fujian,Qinghai,1907
2004,Fujian,Ningxia,5037
2005,Fujian,Ningxia,4938
2006,Fujian,Ningxia,4788
2007,Fujian,Ningxia,4637
2008,Fujian,Ningxia,4510
2009,Fujian,Ningxia,4299
2010,Fujian,Ningxia,4269
2011,Fujian,Ningxia,3597
2012,Fujian,Ningxia,3161
2013,Fujian,Ningxia,2703
2014,Fujian,Ningxia,2274
2004,Fujian,Xinjiang,3511
2005,Fujian,Xinjiang,3442
2006,Fujian,Xinjiang,3702
2007,Fujian,Xinjiang,3946
2008,Fujian,Xinjiang,4195
2009,Fujian,Xinjiang,4347
2010,Fujian,Xinjiang,4670
2011,Fujian,Xinjiang,4956
2012,Fujian,Xinjiang,5470
2013,Fujian,Xinjiang,5893
2014,Fujian,Xinjiang,6307
2004,Gansu,Beijing,646
2005,Gansu,Beijing,748
2006,Gansu,Beijing,925
2007,Gansu,Beijing,1122
2008,Gansu,Beijing,1345
2009,Gansu,Beijing,1562
2010,Gansu,Beijing,1871
2011,Gansu,Beijing,2240
2012,Gansu,Beijing,2735
2013,Gansu,Beijing,3221
2014,Gansu,Beijing,3740
2004,Gansu,Tianjin,388
2005,Gansu,Tianjin,449
2006,Gansu,Tianjin,612
2007,Gansu,Tianjin,800
2008,Gansu,Tianjin,1021
2009,Gansu,Tianjin,1246
2010,Gansu,Tianjin,1557
2011,Gansu,Tianjin,1668
2012,Gansu,Tianjin,1873
2013,Gansu,Tianjin,2065
2014,Gansu,Tianjin,2274
2004,Gansu,Hebei,5300
2005,Gansu,Hebei,6135
2006,Gansu,Hebei,6751
2007,Gansu,Hebei,7323
2008,Gansu,Hebei,7890
2009,Gansu,Hebei,8257
2010,Gansu,Hebei,8935
2011,Gansu,Hebei,9403
2012,Gansu,Hebei,10399
2013,Gansu,Hebei,11318
2014,Gansu,Hebei,12322
2004,Gansu,Shanxi,1810
2005,Gansu,Shanxi,2095
2006,Gansu,Shanxi,2533
2007,Gansu,Shanxi,3013
2008,Gansu,Shanxi,3552
2009,Gansu,Shanxi,4063
2010,Gansu,Shanxi,4800
2011,Gansu,Shanxi,4962
2012,Gansu,Shanxi,5401
2013,Gansu,Shanxi,5798
2014,Gansu,Shanxi,6234
2004,Gansu,Neimenggu,2198
2005,Gansu,Neimenggu,2544
2006,Gansu,Neimenggu,2777
2007,Gansu,Neimenggu,2985
2008,Gansu,Neimenggu,3186
2009,Gansu,Neimenggu,3299
2010,Gansu,Neimenggu,3530
2011,Gansu,Neimenggu,4325
2012,Gansu,Neimenggu,5364
2013,Gansu,Neimenggu,6388
2014,Gansu,Neimenggu,7481
2004,Gansu,Liaoning,2198
2005,Gansu,Liaoning,2544
2006,Gansu,Liaoning,2789
2007,Gansu,Liaoning,3014
2008,Gansu,Liaoning,3234
2009,Gansu,Liaoning,3370
2010,Gansu,Liaoning,3629
2011,Gansu,Liaoning,3952
2012,Gansu,Liaoning,4497
2013,Gansu,Liaoning,5015
2014,Gansu,Liaoning,5574
2004,Gansu,Jilin,1034
2005,Gansu,Jilin,1197
2006,Gansu,Jilin,1380
2007,Gansu,Jilin,1570
2008,Gansu,Jilin,1776
2009,Gansu,Jilin,1953
2010,Gansu,Jilin,2225
2011,Gansu,Jilin,2225
2012,Gansu,Jilin,2349
2013,Gansu,Jilin,2451
2014,Gansu,Jilin,2567
2004,Gansu,Heilongjiang,1034
2005,Gansu,Heilongjiang,1197
2006,Gansu,Heilongjiang,1418
2007,Gansu,Heilongjiang,1655
2008,Gansu,Heilongjiang,1918
2009,Gansu,Heilongjiang,2160
2010,Gansu,Heilongjiang,2515
2011,Gansu,Heilongjiang,2453
2012,Gansu,Heilongjiang,2529
2013,Gansu,Heilongjiang,2578
2014,Gansu,Heilongjiang,2640
2004,Gansu,Shanghai,776
2005,Gansu,Shanghai,898
2006,Gansu,Shanghai,947
2007,Gansu,Shanghai,979
2008,Gansu,Shanghai,999
2009,Gansu,Shanghai,983
2010,Gansu,Shanghai,990
2011,Gansu,Shanghai,1750
2012,Gansu,Shanghai,2611
2013,Gansu,Shanghai,3481
2014,Gansu,Shanghai,4401
2004,Gansu,Jiangsu,7497
2005,Gansu,Jiangsu,8679
2006,Gansu,Jiangsu,9414
2007,Gansu,Jiangsu,10052
2008,Gansu,Jiangsu,10647
2009,Gansu,Jiangsu,10935
2010,Gansu,Jiangsu,11591
2011,Gansu,Jiangsu,11600
2012,Gansu,Jiangsu,12259
2013,Gansu,Jiangsu,12803
2014,Gansu,Jiangsu,13422
2004,Gansu,Zhejiang,8531
2005,Gansu,Zhejiang,9876
2006,Gansu,Zhejiang,10823
2007,Gansu,Zhejiang,11687
2008,Gansu,Zhejiang,12532
2009,Gansu,Zhejiang,13048
2010,Gansu,Zhejiang,14040
2011,Gansu,Zhejiang,12945
2012,Gansu,Zhejiang,12570
2013,Gansu,Zhejiang,12029
2014,Gansu,Zhejiang,11515
2004,Gansu,Anhui,7239
2005,Gansu,Anhui,8380
2006,Gansu,Anhui,8858
2007,Gansu,Anhui,9185
2008,Gansu,Anhui,9407
2009,Gansu,Anhui,9294
2010,Gansu,Anhui,9413
2011,Gansu,Anhui,9410
2012,Gansu,Anhui,9934
2013,Gansu,Anhui,10364
2014,Gansu,Anhui,10855
2004,Gansu,Fujian,2844
2005,Gansu,Fujian,3292
2006,Gansu,Fujian,3771
2007,Gansu,Fujian,4262
2008,Gansu,Fujian,4792
2009,Gansu,Fujian,5239
2010,Gansu,Fujian,5932
2011,Gansu,Fujian,6114
2012,Gansu,Fujian,6638
2013,Gansu,Fujian,7109
2014,Gansu,Fujian,7628
2004,Gansu,Jiangxi,1422
2005,Gansu,Jiangxi,1646
2006,Gansu,Jiangxi,2073
2007,Gansu,Jiangxi,2552
2008,Gansu,Jiangxi,3102
2009,Gansu,Jiangxi,3643
2010,Gansu,Jiangxi,4405
2011,Gansu,Jiangxi,3920
2012,Gansu,Jiangxi,3653
2013,Gansu,Jiangxi,3330
2014,Gansu,Jiangxi,3007
2004,Gansu,Shandong,4266
2005,Gansu,Shandong,4938
2006,Gansu,Shandong,5698
2007,Gansu,Shandong,6487
2008,Gansu,Shandong,7344
2009,Gansu,Shandong,8085
2010,Gansu,Shandong,9216
2011,Gansu,Shandong,9232
2012,Gansu,Shandong,9764
2013,Gansu,Shandong,10206
2014,Gansu,Shandong,10708
2004,Gansu,Henan,19907
2005,Gansu,Henan,23044
2006,Gansu,Henan,25601
2007,Gansu,Henan,28051
2008,Gansu,Henan,30551
2009,Gansu,Henan,32341
2010,Gansu,Henan,35428
2011,Gansu,Henan,35570
2012,Gansu,Henan,37703
2013,Gansu,Henan,39490
2014,Gansu,Henan,41512
2004,Gansu,Hubei,4266
2005,Gansu,Hubei,4938
2006,Gansu,Hubei,6579
2007,Gansu,Hubei,8466
2008,Gansu,Hubei,10662
2009,Gansu,Hubei,12893
2010,Gansu,Hubei,15979
2011,Gansu,Hubei,14977
2012,Gansu,Hubei,14811
2013,Gansu,Hubei,14460
2014,Gansu,Hubei,14155
2004,Gansu,Hunan,2456
2005,Gansu,Hunan,2843
2006,Gansu,Hunan,3560
2007,Gansu,Hunan,4363
2008,Gansu,Hunan,5280
2009,Gansu,Hunan,6180
2010,Gansu,Hunan,7451
2011,Gansu,Hunan,7309
2012,Gansu,Hunan,7576
2013,Gansu,Hunan,7765
2014,Gansu,Hunan,7994
2004,Gansu,Guangdong,1292
2005,Gansu,Guangdong,1496
2006,Gansu,Guangdong,1848
2007,Gansu,Guangdong,2238
2008,Gansu,Guangdong,2683
2009,Gansu,Guangdong,3113
2010,Gansu,Guangdong,3725
2011,Gansu,Guangdong,4416
2012,Gansu,Guangdong,5356
2013,Gansu,Guangdong,6277
2014,Gansu,Guangdong,7261
2004,Gansu,Guangxi,258
2005,Gansu,Guangxi,299
2006,Gansu,Guangxi,430
2007,Gansu,Guangxi,583
2008,Gansu,Guangxi,764
2009,Gansu,Guangxi,952
2010,Gansu,Guangxi,1209
2011,Gansu,Guangxi,1465
2012,Gansu,Guangxi,1804
2013,Gansu,Guangxi,2138
2014,Gansu,Guangxi,2494
2004,Gansu,Hainan,0
2005,Gansu,Hainan,0
2006,Gansu,Hainan,72
2007,Gansu,Hainan,163
2008,Gansu,Hainan,273
2009,Gansu,Hainan,395
2010,Gansu,Hainan,556
2011,Gansu,Hainan,766
2012,Gansu,Hainan,1019
2013,Gansu,Hainan,1272
2014,Gansu,Hainan,1540
2004,Gansu,Chongqing,2326
2005,Gansu,Chongqing,2693
2006,Gansu,Chongqing,3141
2007,Gansu,Chongqing,3613
2008,Gansu,Chongqing,4132
2009,Gansu,Chongqing,4593
2010,Gansu,Chongqing,5285
2011,Gansu,Chongqing,4957
2012,Gansu,Chongqing,4905
2013,Gansu,Chongqing,4792
2014,Gansu,Chongqing,4694
2004,Gansu,Sichuan,13443
2005,Gansu,Sichuan,15562
2006,Gansu,Sichuan,17743
2007,Gansu,Sichuan,19964
2008,Gansu,Sichuan,22341
2009,Gansu,Sichuan,24317
2010,Gansu,Sichuan,27409
2011,Gansu,Sichuan,24612
2012,Gansu,Sichuan,23184
2013,Gansu,Sichuan,21412
2014,Gansu,Sichuan,19656
2004,Gansu,Guizhou,258
2005,Gansu,Guizhou,299
2006,Gansu,Guizhou,524
2007,Gansu,Guizhou,794
2008,Gansu,Guizhou,1117
2009,Gansu,Guizhou,1463
2010,Gansu,Guizhou,1928
2011,Gansu,Guizhou,1871
2012,Gansu,Guizhou,1918
2013,Gansu,Guizhou,1944
2014,Gansu,Guizhou,1980
2004,Gansu,Yunnan,646
2005,Gansu,Yunnan,748
2006,Gansu,Yunnan,959
2007,Gansu,Yunnan,1199
2008,Gansu,Yunnan,1475
2009,Gansu,Yunnan,1751
2010,Gansu,Yunnan,2136
2011,Gansu,Yunnan,1937
2012,Gansu,Yunnan,1846
2013,Gansu,Yunnan,1729
2014,Gansu,Yunnan,1614
2004,Gansu,Tibet,1034
2005,Gansu,Tibet,1197
2006,Gansu,Tibet,1293
2007,Gansu,Tibet,1374
2008,Gansu,Tibet,1447
2009,Gansu,Tibet,1478
2010,Gansu,Tibet,1556
2011,Gansu,Tibet,1479
2012,Gansu,Tibet,1485
2013,Gansu,Tibet,1473
2014,Gansu,Tibet,1467
2004,Gansu,Shaanxi,14995
2005,Gansu,Shaanxi,17358
2006,Gansu,Shaanxi,19630
2007,Gansu,Shaanxi,21907
2008,Gansu,Shaanxi,24315
2009,Gansu,Shaanxi,26249
2010,Gansu,Shaanxi,29341
2011,Gansu,Shaanxi,27889
2012,Gansu,Shaanxi,27993
2013,Gansu,Shaanxi,27769
2014,Gansu,Shaanxi,27650
2004,Gansu,Qinghai,13185
2005,Gansu,Qinghai,15263
2006,Gansu,Qinghai,18556
2007,Gansu,Qinghai,22173
2008,Gansu,Qinghai,26257
2009,Gansu,Qinghai,30147
2010,Gansu,Qinghai,35739
2011,Gansu,Qinghai,28952
2012,Gansu,Qinghai,23766
2013,Gansu,Qinghai,18050
2014,Gansu,Qinghai,12175
2004,Gansu,Ningxia,3232
2005,Gansu,Ningxia,3741
2006,Gansu,Ningxia,4323
2007,Gansu,Ningxia,4930
2008,Gansu,Ningxia,5590
2009,Gansu,Ningxia,6164
2010,Gansu,Ningxia,7036
2011,Gansu,Ningxia,7280
2012,Gansu,Ningxia,7932
2013,Gansu,Ningxia,8520
2014,Gansu,Ningxia,9168
2004,Gansu,Xinjiang,7497
2005,Gansu,Xinjiang,8679
2006,Gansu,Xinjiang,8880
2007,Gansu,Xinjiang,8852
2008,Gansu,Xinjiang,8636
